AppID,Name,Published Date,Original Price,Discount Price,Discount %,Reviews Count,Reviews Positive,Review Label,Search Filter,Number Of Players,Controller Support,OS
4435490,Call of Duty®: Modern Warfare® 4,"22 Oct, 2026",Rp 999 000,Rp 999 000,N/A,N/A,N/A,N/A,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Cross-Platform Multiplayer, Multi-player, Online Co-op, Online PvP, PvP, Singleplayer","DualShock Controller Support, Dualsense Controller Support, Steam Input API Support, Xbox Controller Support",Windows
418370,Resident Evil 7 Biohazard,"23 Jan, 2017",Rp 259 000,Rp 103 600,-60%,31766,94%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"Full Controller Support, Xbox Controller Support",Windows
2515020,FINAL FANTASY XVI,"17 Sep, 2024",Rp 729 000,Rp 291 600,-60%,12256,79%,Mostly Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Xbox Controller Support",Windows
1627720,Lies of P,"18 Sep, 2023",Rp 870 000,Rp 435 000,-50%,26943,93%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Gamepad Preferred, Xbox Controller Support","Windows, macOS"
3551340,Football Manager 26,"4 Nov, 2025",Rp 650 000,Rp 325 000,-50%,8636,36%,Mostly Negative,"mostplayed, newreleases, topsellers, upcomingreleases","Multi-player, Singleplayer","DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Xbox Controller Support","Windows, macOS"
3065800,Marathon,"5 Mar, 2026",Rp 449 999,Rp 314 999,-30%,33991,85%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Cross-Platform Multiplayer, Multi-player, Online PvP, PvP","DualShock Controller Support, Dualsense Controller Support, Xbox Controller Support",Windows
1973530,Limbus Company,"26 Feb, 2023",Free,Free,N/A,46316,92%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,N/A,Windows
3483510,The Adventures of Elliot: The Millennium Tales,"18 Jun, 2026",Rp 879 000,Rp 879 000,N/A,N/A,N/A,N/A,"mostplayed, newreleases, topsellers, upcomingreleases","Multi-player, Singleplayer","DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Gamepad Preferred, Xbox Controller Support",Windows
2399420,Le Mans Ultimate,"22 Jul, 2025",Rp 599 000,Rp 401 330,-33%,6135,78%,Mostly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Multi-player, Online PvP, PvP, Singleplayer",Xbox Controller Support,Windows
255710,Cities: Skylines,"10 Mar, 2015",Rp 338 999,Rp 101 699,-70%,99766,92%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,N/A,"SteamOS + Linux, Windows, macOS"
2507950,Delta Force,"4 Dec, 2024",Free,Free,N/A,66565,65%,Mixed,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Cross-Platform Multiplayer, Multi-player, Online Co-op, Online PvP, PvP, Singleplayer","DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Xbox Controller Support",Windows
2300320,Farming Simulator 25,"12 Nov, 2024",Rp 326 000,Rp 326 000,N/A,14235,85%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Singleplayer","DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Xbox Controller Support","Windows, macOS"
552990,World of Warships,"15 Nov, 2017",Free,Free,N/A,48856,80%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Online PvP, PvP",N/A,Windows
438100,VRChat,"1 Feb, 2017",Free,Free,N/A,174582,71%,Mostly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Cross-Platform Multiplayer, Multi-player, Online Co-op, Online PvP, PvP","DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Xbox Controller Support",Windows
2138720,REMATCH,"19 Jun, 2025",Rp 245 999,Rp 122 999,-50%,15883,70%,Mostly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Cross-Platform Multiplayer, Multi-player, Online Co-op","DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Gamepad Preferred, Xbox Controller Support",Windows
2114740,Blasphemous 2,"24 Aug, 2023",Rp 349 999,Rp 87 499,-75%,5271,90%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Gamepad Preferred, Xbox Controller Support",Windows
392160,X4: Foundations,"30 Nov, 2018",Rp 375 999,Rp 75 199,-80%,13266,78%,Mostly Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Xbox Controller Support","SteamOS + Linux, Windows"
1167630,Teardown,"21 Apr, 2022",Rp 289 000,Rp 144 500,-50%,74309,95%,Overwhelmingly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Online PvP, PvP, Singleplayer","Full Controller Support, Xbox Controller Support",Windows
1446780,MONSTER HUNTER RISE,"12 Jan, 2022",Rp 519 000,Rp 103 800,-80%,33875,87%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Singleplayer","Full Controller Support, Xbox Controller Support",Windows
812140,Assassin's Creed® Odyssey,"5 Oct, 2018",Rp 619 000,Rp 123 800,-80%,58456,89%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,Xbox Controller Support,Windows
1623730,Palworld,"18 Jan, 2024",Rp 245 999,Rp 245 999,N/A,151734,95%,Overwhelmingly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Cross-Platform Multiplayer, Multi-player, Online Co-op, Singleplayer","DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Xbox Controller Support",Windows
3678970,TBH: Task Bar Hero,"27 May, 2026",Free,Free,N/A,3699,48%,Mixed,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,N/A,Windows
2592160,Dispatch,"22 Oct, 2025",Rp 230 000,Rp 184 000,-20%,104465,97%,Overwhelmingly Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"Full Controller Support, Xbox Controller Support",Windows
413150,Stardew Valley,"26 Feb, 2016",Rp 115 999,Rp 115 999,N/A,387682,98%,Overwhelmingly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, LAN Co-op, Multi-player, Online Co-op, Shared/Split Screen, Shared/Split Screen Co-op, Singleplayer","Full Controller Support, Xbox Controller Support","SteamOS + Linux, Windows, macOS"
227300,Euro Truck Simulator 2,"12 Oct, 2012",Rp 175 999,Rp 175 999,N/A,141952,97%,Overwhelmingly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Singleplayer","Steam Input API Support, Xbox Controller Support","SteamOS + Linux, Windows, macOS"
1222670,The Sims™ 4,"18 Jun, 2020",Free,Free,N/A,104464,86%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,N/A,Windows
2073620,Arena Breakout: Infinite,"15 Sep, 2025",Free,Free,N/A,25943,75%,Mostly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Online PvP, PvP",N/A,Windows
2668510,Red Dead Redemption,"29 Oct, 2024",Rp 729 000,Rp 364 500,-50%,10817,92%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"Full Controller Support, Xbox Controller Support",Windows
266410,iRacing,"12 Jan, 2015",Rp 90 999,Rp 90 999,N/A,3054,81%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Multi-player, Online PvP, PvP, Singleplayer",Xbox Controller Support,Windows
1151340,Fallout 76,"14 Apr, 2020",Rp 532 000,Rp 532 000,N/A,45940,75%,Mostly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Online PvP, PvP",Xbox Controller Support,Windows
1649240,Returnal™,"15 Feb, 2023",Rp 879 000,Rp 290 070,-67%,4642,80%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Singleplayer","DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Gamepad Preferred, Xbox Controller Support",Windows
2186990,Fatekeeper,"2 Jun, 2026",Rp 138 999,Rp 111 199,-20%,5016,78%,Mostly Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,N/A,Windows
2445690,Lost Castle 2,"10 Jun, 2026",Rp 152 999,Rp 107 099,-30%,956,90%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, LAN Co-op, Multi-player, Online Co-op, Shared/Split Screen, Shared/Split Screen Co-op, Singleplayer","DualShock Controller Support, Dualsense Controller Support, Gamepad Preferred, Xbox Controller Support",Windows
1284210,Guild Wars 2®,"23 Aug, 2022",Free,Free,N/A,18067,88%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Online PvP, PvP",N/A,Windows
294100,RimWorld,"17 Oct, 2018",Rp 284 999,Rp 284 999,N/A,117245,97%,Overwhelmingly Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,Xbox Controller Support,"SteamOS + Linux, Windows, macOS"
3164500,Schedule I,"24 Mar, 2025",Rp 165 999,Rp 165 999,N/A,192769,97%,Overwhelmingly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Singleplayer",N/A,Windows
1465360,SnowRunner,"17 May, 2021",Rp 259 000,Rp 103 600,-60%,18346,89%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Singleplayer","Full Controller Support, Xbox Controller Support","Windows, macOS"
3527290,PEAK,"16 Jun, 2025",Rp 69 999,Rp 69 999,N/A,129830,95%,Overwhelmingly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Singleplayer","DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Xbox Controller Support",Windows
883710,Resident Evil 2,"24 Jan, 2019",Rp 519 000,Rp 103 800,-80%,56413,96%,Overwhelmingly Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"Full Controller Support, Xbox Controller Support",Windows
244210,Assetto Corsa,"19 Dec, 2014",Rp 165 999,Rp 41 499,-75%,59065,93%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Multi-player, Online PvP, PvP, Singleplayer",Xbox Controller Support,Windows
582660,Black Desert,"5 Sep, 2023",Rp 48 999,Rp 14 699,-70%,35634,72%,Mostly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Online PvP, PvP",Xbox Controller Support,Windows
4148930,F1® 25: 2026 Season Pack,"3 Jun, 2026",Rp 289 000,Rp 289 000,N/A,448,48%,Mixed,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Cross-Platform Multiplayer, LAN Co-op, LAN PvP, Multi-player, Online Co-op, Online PvP, PvP, Shared/Split Screen, Shared/Split Screen PvP, Singleplayer","DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Xbox Controller Support",Windows
1174180,Red Dead Redemption 2,"5 Dec, 2019",Rp 755 760,Rp 584 445,-23%,301021,91%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Online PvP, PvP, Singleplayer",Xbox Controller Support,Windows
2399830,ARK: Survival Ascended,"25 Oct, 2023",Rp 715 000,Rp 715 000,N/A,55112,60%,Mixed,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Cross-Platform Multiplayer, LAN Co-op, LAN PvP, Multi-player, Online Co-op, Online PvP, PvP, Shared/Split Screen, Shared/Split Screen Co-op, Singleplayer","Full Controller Support, Xbox Controller Support",Windows
1671210,DELTARUNE,"4 Jun, 2025",Rp 206 999,Rp 206 999,N/A,61104,98%,Overwhelmingly Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Xbox Controller Support","Windows, macOS"
1808500,ARC Raiders,"30 Oct, 2025",Rp 479 000,Rp 479 000,N/A,193523,83%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Cross-Platform Multiplayer, Multi-player, Online Co-op, Online PvP, PvP","DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Xbox Controller Support",Windows
4128580,BidKing,"15 Apr, 2026",Rp 49 999,Rp 49 999,N/A,20765,35%,Mostly Negative,"mostplayed, newreleases, topsellers, upcomingreleases","Multi-player, Online PvP, PvP",N/A,Windows
1244090,Sea of Stars: Sunset Edition,"28 Aug, 2023",Rp 284 999,Rp 142 499,-50%,6360,89%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Shared/Split Screen, Shared/Split Screen Co-op, Singleplayer","DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Gamepad Preferred, Xbox Controller Support",Windows
949230,Cities: Skylines II,"24 Oct, 2023",Rp 563 999,Rp 563 999,N/A,33381,56%,Mixed,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"Full Controller Support, Xbox Controller Support",Windows
1158310,Crusader Kings III,"1 Sep, 2020",Rp 563 999,Rp 563 999,N/A,49171,90%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Multi-player, Online PvP, PvP, Singleplayer",N/A,"SteamOS + Linux, Windows, macOS"
1144200,Ready or Not,"13 Dec, 2023",Rp 255 999,Rp 255 999,N/A,146937,76%,Mostly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Singleplayer","DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Xbox Controller Support",Windows
1286830,STAR WARS™: The Old Republic™,"21 Jul, 2020",Free,Free,N/A,52010,90%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, PvP",N/A,Windows
1049590,Eternal Return,"19 Jul, 2023",Free,Free,N/A,12499,80%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Online PvP, PvP",N/A,Windows
427520,Factorio,"14 Aug, 2020",Rp 300 000,Rp 300 000,N/A,115798,98%,Overwhelmingly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Cross-Platform Multiplayer, LAN Co-op, Multi-player, Online Co-op, Singleplayer","DualShock Controller Support, Dualsense Controller Support, Xbox Controller Support","SteamOS + Linux, Windows, macOS"
2183900,"Warhammer 40,000: Space Marine 2","9 Sep, 2024",Rp 549 000,Rp 549 000,N/A,92612,86%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Cross-Platform Multiplayer, Multi-player, Online Co-op, Online PvP, PvP, Singleplayer","DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Xbox Controller Support",Windows
530611,End of Zoe,"11 Dec, 2017",Rp 199 000,Rp 49 750,-75%,1301,87%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"Full Controller Support, Xbox Controller Support",Windows
1812450,Bellwright,"23 Apr, 2024",Rp 245 999,Rp 162 359,-34%,9630,79%,Mostly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Singleplayer",Xbox Controller Support,Windows
2764370,Starward,"24 Apr, 2024",Free,Free,N/A,917,76%,Mostly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Cross-Platform Multiplayer, Multi-player, Online PvP, PvP, Singleplayer","Full Controller Support, Xbox Controller Support",Windows
2336880,Destiny 2: The Final Shape,"4 Jun, 2024",Rp 349 999,Rp 34 999,-90%,4338,79%,Mostly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Online PvP, PvP, Singleplayer","Full Controller Support, Xbox Controller Support",Windows
4310080,Oxygen Not Included: The Aquatic Planet Pack,"11 Jun, 2026",Rp 48 499,Rp 48 499,N/A,168,89%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,N/A,"SteamOS + Linux, Windows, macOS"
648800,Raft,"20 Jun, 2022",Rp 174 999,Rp 174 999,N/A,128788,93%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Singleplayer",N/A,Windows
529340,Victoria 3,"25 Oct, 2022",Rp 563 999,Rp 169 199,-70%,20356,70%,Mostly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Cross-Platform Multiplayer, Multi-player, Online PvP, PvP, Singleplayer",N/A,"SteamOS + Linux, Windows, macOS"
1934680,Age of Mythology: Retold,"4 Sep, 2024",Rp 424 500,Rp 212 250,-50%,10090,90%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Cross-Platform Multiplayer, Multi-player, Online Co-op, Online PvP, PvP, Singleplayer",Xbox Controller Support,Windows
284160,BeamNG.drive,"29 May, 2015",Rp 206 999,Rp 206 999,N/A,200950,97%,Overwhelmingly Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"DualShock Controller Support, Dualsense Controller Support, Xbox Controller Support",Windows
739630,Phasmophobia,"18 Sep, 2020",Rp 169 000,Rp 169 000,N/A,356318,94%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Singleplayer","DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Xbox Controller Support",Windows
1562430,DREDGE,"30 Mar, 2023",Rp 206 999,Rp 82 799,-60%,31340,96%,Overwhelmingly Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"Full Controller Support, Xbox Controller Support","Windows, macOS"
